Name,Country,Type,Ratings,Price_USD,Rating 
Saint James 2001 ,Martinique,Aged,3,None,8.3
Berry's Finest ,Caribbean,Aged,3,None,7.0
Issan Light Rhum,Thailand,Rhum Agricole,3,None,7.3
1423 Special Cask 25-Year ,Panama,Aged,3,None,9.0
Taildragger White ,USA,Light,3,None,7.0
Providencia Fine Golden ,Caribbean,Gold,3,32.68,6.3
Samaroli Trinidad 1999 ,Scotland,Aged,3,None,6.0
Olo Silver ,Brazil,Light,3,None,6.7
Tall Tale Spirits Noxx &amp; Dunn 2-4-5 ,USA,Aged,3,None,5.0
Habitation Velier Forrsyths WP 2006 WPM ,Italy,Aged,3,None,8.3
The Secret Treasures Old Aguardiente de Cana de Cuba  ,Caribbean,Aged,2,66.76,6.0
Riviere du Mat Blonde ,Reunion,Gold,2,None,5.5
Arecha Elixir de Ron ,Cuba,Gold,2,None,5.5
The Secret Treasures Old Barbados 1995  ,Caribbean,Aged,2,48.42,5.5
Silver Seal Bellevue 17-Year 1998 Guadeloupe ,Italy,Aged,2,None,8.5
Savanna Lontan ,Reunion,Light,2,None,6.5
Margaritaville Dark ,Jamaica,Dark,2,None,4.0
Ron Palido Montero ,Spain,Gold,2,None,7.5
Malahat Spiced ,USA,Spiced,2,None,4.0
Malahat Spiced ,USA,Spiced,2,None,4.0
Rum Nation Jamaica 1986 26-Year ,Italy,Aged,2,None,10.0
HSE Blanc Cuvée de l'an 2000 ,Martinique,Light,2,None,9.0
Ron Aldea Anejo ,Canary Islands,Gold,2,None,3.5
Riviere du Mat Blonde ,Reunion,Gold,2,None,5.5
Dillon XO 7-Year ,Martinique,Aged,2,None,7.0
The Secret Treasures Old Barbados 1995  ,Caribbean,Aged,2,48.66,5.5
Pumpkin Face White ,Dominican Republic,Light,2,None,4.5
Brugal Anejo ,Dominican Republic,Aged,2,None,3.5
HSE Porto Finish ,Martinique,Aged,2,None,7.5
Conde de Cuba 7-Year ,Cuba,Aged,1,20.72,8.0
Robinson Jamaican  ,Indonesia,Gold,2,None,8.0
Isautier Arrange Vanille Agrune ,Reunion,Flavored,2,None,5.0
Takamaka Bay Overproof ,Seychelles,Overproof,1,25.78,6.0
Ron Palido Montero ,Spain,Gold,2,None,7.5
St. Lucia Distillers 1931 4th Edition ,St. Lucia,Aged,2,None,4.0
English Spirit Spiced ,UK,Spiced,2,None,6.0
Bambarra Coconut ,Turks and Caicos Islands,Flavored,2,None,7.0
HSE La Confrerie du Rhum 2007 ,Martinique,Aged,2,None,6.5
Brinley Gold Shipwreck Coffee ,St. Kitts,Flavored,2,None,7.5
La Favorite La Confrerie 1996 ,Martinique,Aged,2,None,9.5
Reimonenq Cuvee Prestige 9-Year ,Guadeloupe,Aged,1,84.85,4.0
Cruzan Estate Light ,US Virgin Islands,Light,2,None,6.5
Bielle Brut de Fut 2003 8-Year ,Guadeloupe,Aged,2,None,8.5
Cruzan Estate Light ,US Virgin Islands,Light,2,None,6.5
Edgefield Distillery Three Rocks Rum ,United States,Gold,2,None,5.5
Brugal Anejo ,Dominican Republic,Aged,2,None,3.5
The Secret Treasures Old Barbados 1995  ,Caribbean,Aged,2,48.42,5.5
Distillers Sales Company Cross Keys Island Tradition Barbados Rum ,USA,Aged,2,None,5.5
Rum Company 20 ,Germany,Aged,2,None,8.0
Penny Blue Penny Blue Batch #2 ,Mauritius,Aged,2,None,6.5
Angostura Old Oak Gold ,Trinidad,Gold,2,None,5.0
Kyle's Club Kyle's Club ,Germany,Aged,2,None,3.0
Saint James Reserve Privee 7-Year ,Martinique,Aged,2,None,7.0
Brinley Gold Shipwreck Coffee ,St. Kitts,Flavored,2,None,7.5
James Cook 3-Year ,Caribbean,Gold,2,None,4.5
Ron Palido Montero ,Spain,Gold,2,None,7.5
Ron Mulata Palma Mulata 12 year Reserva Real ,Cuba,Aged,2,None,5.5
Ricardo White ,Bahamas,Light,2,None,4.5
Canaveral Ron Extra Anejo ,Venezuela,Gold,2,None,6.0
Bundaberg Port Barrel ,Australia,Aged,2,None,6.0
Caribbean Golden Old Line ,Caribbean,Aged,2,None,7.0
Montebello Vieux 10 Years ,Guadeloupe,Aged,2,None,8.0
Reimonenq Cuvee Prestige 9-Year ,Guadeloupe,Aged,1,84.59,4.0
Bohemio 8-Year ,Panama,Aged,2,None,7.0
Charbonnaud Cuvée Transat Millésime 2000 ,Martinique,Aged,2,None,8.0
Jw spicers Jw spicer far rum ,Uk,Dark,2,None,1.0
Sea Dog Dark ,Jamaica,Dark,2,None,6.5
Charbonnaud Cuvée Transat Millésime 2000 ,Martinique,Aged,2,None,8.0
Clarkes Court Camerhogne Liqueur ,Grenada,Flavored,2,None,3.0
Malibu Starawberry and Kiwi ,Canada,Aged,2,None,1.0
Rhum JM Vintage 1998 ,Martinique,Aged,2,None,10.0
Bielle Brut de Fut 2003 8-Year ,Guadeloupe,Aged,2,None,8.5
Montebello Vieux 10 Years ,Guadeloupe,Aged,2,None,8.0
Brinley Gold Shipwreck Coffee ,St. Kitts,Flavored,2,None,7.5
Ricardo White ,Bahamas,Light,2,None,4.5
Bohemio 8-Year ,Panama,Aged,2,None,7.0
Victory Myanmar Group Co - Mandalay Distillery Mandalay ,Myanmar,Dark,2,None,5.5
Johannsen Flensburg Senior 1965 ,Germany,Aged,2,None,6.5
1423 S.B.S Nicaragua 2004 ,Panama,Overproof,2,None,6.0
Paola Extra 8-Year ,Caribbean,Aged,2,None,6.5
Ron Palido Montero ,Spain,Gold,2,None,7.5
Trois Rivieres 1995 ,Martinique,Aged,2,None,7.5
Reimonenq Cuvee Prestige 9-Year ,Guadeloupe,Aged,1,84.59,4.0
Cuello's Caribbean Coconut ,Belize,Flavored,2,None,6.5
Prichard's Spiced ,USA,Spiced,2,None,4.5
West Indies Rum and Cane Spanish Caribbean XO ,Caribbean,Aged,2,None,7.5
Prowood Gunpowder ,USA,Spiced,2,None,3.0
Kintra Diamond Distillery 2003 Cask No. 7 - Guyana ,Netherlands,Aged,2,None,7.0
Chamarel Classic ,Mauritius,Light,2,None,3.5
Silver Seal Demerara 21-Year 1986 Guyana Enmore ,Italy,Aged,2,None,9.5
El Dorado Deluxe Silver 6-Year ,Guyana,Light,2,None,8.0
West Indies Rum and Cane Spanish Caribbean XO ,Caribbean,Aged,2,None,7.5
Ron Palido Montero ,Spain,Gold,2,None,7.5
Silver Seal Demerara 21-Year 1986 Guyana Enmore ,Italy,Aged,2,None,9.5
"La Maison du Whisky Transcontinental Rum Line, Panama 2010 ",France,Aged,2,None,7.5
Ron Carupano XO ,Venezuela,Aged,2,None,7.5
Ron Cartavio Gran Black ,Peru,Gold,2,None,4.0
Cockspur Spiced ,Barbados,Spiced,2,None,6.5
Capulet &amp; Montague Ltd.  Bonpland St Lucia 14 Years ,Germany,Aged,2,None,6.0
Reimonenq Cuvee Prestige 9-Year ,Guadeloupe,Aged,1,84.59,4.0
Flor de Cana Limon ,Nicaragua,Flavored,2,None,4.5
Debonaire 15-Year ,Panama,Aged,2,None,6.0
Ron Mulata Elixir De Ron ,Cuba,Flavored,2,None,5.0
Montebello Vieux 10 Years ,Guadeloupe,Aged,2,None,8.0
Cockspur V.S.O.R. Vintage ,Barbados,Aged,2,None,7.5
NPK Gold Essential ,Mauritius,Gold,1,32.81,10.0
Saint James Cuvee 240th Anniversary ,Martinique,Aged,2,None,8.0
Swedes Trinidad 1999 ,Sweden,Aged,2,None,8.5
"1423 SBS Dominican Republic 23, Highland Malt Finish ",Panama,Aged,2,None,8.0
Black Heart Dark ,Caribbean,Dark,2,None,7.0
Armazem Vieira Onix Cachaca,Brazil,Cachaca,2,None,7.5
Chamarel Classic ,Mauritius,Light,2,None,3.5
Prichard's Spiced ,USA,Spiced,2,None,4.5
Ricardo Dark ,Bahamas,Dark,2,None,5.0
Dictador Best of 1980 ,Colombia,Aged,2,None,8.0
Medford Gold ,USA,Gold,2,None,7.0
Swedes Trinidad 1999 ,Sweden,Aged,2,None,8.5
Mombacho 10-Year Sauternes Finished ,Nicaragua,Aged,2,65.1,5.5
Macollo Black 12-Year ,Mexico,Aged,1,8.55,5.0
HSE 2005 Sherry Pedro Ximenez Finish ,Martinique,Aged,2,112.96,8.5
Prichard's Spiced ,USA,Spiced,2,None,4.5
Armazem Vieira Onix Cachaca,Brazil,Cachaca,2,None,7.5
Kintra Diamond Distillery 2003 Cask No. 7 - Guyana ,Netherlands,Aged,2,None,7.0
Dictador Best of 1980 ,Colombia,Aged,2,None,8.0
Dictador 9 -Year ,Colombia,Aged,2,None,6.0
Trader Vics Silver ,USA,Light,2,None,3.0
Cane Mill 5-Year ,Barbados,Aged,2,None,7.0
Chamarel Classic ,Mauritius,Light,2,None,3.5
Ricardo Dark ,Bahamas,Dark,2,None,5.0
Samaroli Fiji 2001 ,Scotland,Aged,2,None,6.0
St. Aubin Rom Isle de France - uvee Speicial Rhum,Mauritius,Rhum Agricole,2,None,5.0
Kill Devil (Hunter Laing) Jamaica 2005 10-Year ,Scotland,Aged,2,None,8.0
Bologne Rhum Bologne VSOP Rhum,Guadeloupe,Rhum Agricole,2,None,8.0
Tomahawk Maple Cream ,Canada,n/a,2,None,7.5
1492  Cristobal Reserve ,USA,Aged,2,None,6.5
Renegade Jamaica 2000 ,Caribbean,Aged,2,45.61,6.0
East London Liquor Company Demerara ,UK,Aged,2,None,6.0
Banks Guyana Connoisseur's Cut 56.46% ,Multiple,Aged,2,None,8.0
Old Port Deluxe ,India,Light,2,None,6.5
Number 0 Anejo ,Guatemala,Aged,2,22.34,6.5
Brinley Gold Shipwreck Coffee ,St. Kitts,Flavored,2,None,7.5
Ricardo Dark ,Bahamas,Dark,2,None,5.0
Hercules XXX ,India,Gold,2,None,5.5
Bozkov Special Mandlovy ,Czech Republic,Gold,2,None,4.0
Rum Paradise 12-Year ,Guyana,Aged,2,None,7.0
Dictador Best of 1980 ,Colombia,Aged,2,None,8.0
Ron Montero Gran Reserva ,Spain,Gold,2,None,3.0
Bristol Classic 2002 Vale Royal ,UK,Gold,1,63.58,5.0
Arecha Anejo ,Cuba,Gold,2,28.99,5.0
Skotlander Spirits White ,Denmark,Light,2,None,4.5
Compagnie des Indes Jamaica Hampden Cask Strength 24-Year  ,Caribbean,Aged,2,None,8.0
El Dorado Special Reserve Madeira Sweet Cask 15-Year  ,Guyana,Aged,2,None,9.5
Ron Rancado White ,Germany,Light,2,None,1.5
Antioqueno Aguardiente ,Colombia,Flavored,2,None,6.0
Kintra Diamond Distillery 2003 Cask No. 7 - Guyana ,Netherlands,Aged,2,None,7.0
Damoiseau Vieux Millesime 1995 ,Guadeloupe,Aged,2,88.51,8.0
Savanna 7-Year 2001 ,Reunion,Aged,2,None,9.0
Fazenda Soledade CanaRio Cachaca,Brazil,Cachaca,2,None,5.0
Kill Devil (Hunter Laing) Jamaica 15-Year ,Scotland,Aged,2,None,4.5
Owney's Overproof ,USA,Overproof,2,None,8.5
Key West First Legal ,USA,Light,2,None,6.5
Sailor Jerry Original Recipe ,US Virgin Islands,Spiced,2,None,9.5
Rhum JM Limited Edition Jungle Macouba ,Martinique,Aged,2,None,7.5
Sailor Jerry Original Recipe ,US Virgin Islands,Spiced,2,None,9.5
Bacardi Major Lazer ,Puerto Rico,Dark,2,None,6.0
Ron Carupano Legendario 25-Year ,Venezuela,Aged,2,None,9.5
Kintra Diamond Distillery 2003 Cask No. 7 - Guyana ,Netherlands,Aged,2,None,7.0
Chamarel Classic ,Mauritius,Light,2,None,3.5
The Wild Geese Golden ,Caribbean,Gold,2,22.57,4.5
Ricardo Dark ,Bahamas,Dark,2,None,5.0
Arecha Anejo ,Cuba,Gold,2,28.99,5.0
Capulet &amp; Montague Ltd.  Bonpland Fiji 12-Year ,Germany,Aged,2,None,7.5
Compagnie des Indes Jamaica Hampden Cask Strength 24-Year  ,Caribbean,Aged,2,None,8.0
Cuerpo Gold ,Guyana,Gold,2,None,4.0
Prichard's Spiced ,USA,Spiced,2,None,4.5
Dictador Best of 1980 ,Colombia,Aged,2,None,8.0
Ron Montero Gran Reserva ,Spain,Gold,2,None,3.0
Savanna 7-Year 2001 ,Reunion,Aged,2,None,9.0
Owney's Overproof ,USA,Overproof,2,None,8.5
Siboney 34 ,Dominican Republic,Flavored,1,19.13,5.0
Plantation Trinidad 1993 ,Caribbean,Aged,2,None,8.0
Rhum JM Limited Edition Jungle Macouba ,Martinique,Aged,2,None,7.5
Fazenda Soledade CanaRio Cachaca,Brazil,Cachaca,2,None,5.0
RedRum RedRum ,US Virgin Islands,Flavored,2,None,5.0
HSE Cuvee Titouan Lamazou ,Martinique,Aged,2,None,7.5
Ron Centenario Real ,Costa Rica,Aged,2,None,9.5
Revolver Rum Revolver ,UK,Light,2,None,5.0
RedRum RedRum ,US Virgin Islands,Flavored,2,None,5.0
Ron Montero Gran Reserva ,Spain,Gold,2,None,3.0
HSE Cuvee Titouan Lamazou ,Martinique,Aged,2,None,7.5
Ron Centenario Real ,Costa Rica,Aged,2,None,9.5
Revolver Rum Revolver ,UK,Light,2,None,5.0
Arecha Anejo ,Cuba,Gold,2,28.84,5.0
El Dorado 15-Year Special Reserve Madeira Dry Cask ,Guyana,Aged,2,None,9.5
Compagnie des Indes Jamaica Hampden Cask Strength 24-Year  ,Caribbean,Aged,2,None,8.0
Ron Palido Montero ,Spain,Gold,2,None,7.5
Fazenda Soledade CanaRio Cachaca,Brazil,Cachaca,2,None,5.0
Chamarel Classic ,Mauritius,Light,2,None,3.5
Kintra Diamond Distillery 2003 Cask No. 7 - Guyana ,Netherlands,Aged,2,None,7.0
La Favorite Rivière Bel Air Rhum,Martinique,Rhum Agricole,2,None,8.0
Dictador Best of 1980 ,Colombia,Aged,2,None,8.0
Rhum JM Limited Edition Jungle Macouba ,Martinique,Aged,2,None,7.5
The Secret Treasures Old Venezuelan 1992  ,Caribbean,Aged,2,None,8.0
Longueteau Grande Reserve 2004 ,Guadeloupe,Aged,2,None,8.5
Prichard's Spiced ,USA,Spiced,2,None,4.5
The Little Distiller Ultimatum Rum Single Cask Selection Barbados Foursquare 13 year old ,The Netherlands,Aged,2,None,6.0
Owney's Overproof ,USA,Overproof,2,None,8.5
Key West Devil's ,USA,Gold,2,None,10.0
Grind Espresso Shot ,USA,Flavored,2,None,6.5
Bacardi Major Lazer Limited Edition ,Puerto Rico,Dark,2,None,6.5
Bozkov Special Mandlovy ,Czech Republic,Gold,2,None,4.0
Reimonenq Cuvee Prestige 9-Year ,Guadeloupe,Aged,1,84.85,4.0
Owney's Overproof ,USA,Overproof,2,None,8.5
Arecha Anejo ,Cuba,Gold,2,28.99,5.0
West Indies Rum and Cane Spanish Caribbean XO ,Caribbean,Aged,2,None,7.5
Banks The Endeavor ,Multiple,Aged,2,None,8.0
Prichard's Spiced ,USA,Spiced,2,None,4.5
Chamarel Classic ,Mauritius,Light,2,None,3.5
Dictador Best of 1980 ,Colombia,Aged,2,None,8.0
Kintra Diamond Distillery 2003 Cask No. 7 - Guyana ,Netherlands,Aged,2,None,7.0
Antigua Distillery Cavalier Light ,Antigua,Light,2,23.31,4.5
Skotlander Spirits III ,Denmark,Flavored,2,None,5.0
Bozkov Special Mandlovy ,Czech Republic,Gold,2,None,4.0
Rhum JM 1998 15-Year ,Martinique,Aged,2,None,6.5
Ron Cartavio Silver ,Peru,Light,2,None,5.5
Ricardo Dark ,Bahamas,Dark,2,None,5.0
Balcones Texas ,USA,Gold,2,None,5.5
Dzama Vanilla 10-Year ,Madagascar,Flavored,2,None,9.5
Kill Devil (Hunter Laing) Guyana 1997 18-Year ,Scotland,Aged,2,None,7.0
Debonaire 21-Year ,Panama,Aged,2,None,6.5
Bacardi Raspberry ,Puerto Rico,Flavored,2,None,2.0
Railean Texas White ,USA,Light,2,None,7.5
Riviere du Mat Vieux Traditionnel Millesime 2004 ,Reunion,Aged,2,57.71,8.0
Wicked Dolphin Brewer's Series Double Barrel ,USA,Aged,2,None,7.5
Pampero Ron Pampero Anjeo Especial ,Venezuela,n/a,2,None,3.0
Pampero Ron Pampero Anjeo Especial ,Venezuela,n/a,2,None,3.0
Bologne Black Cane ,Guadeloupe,Light,2,None,8.0
J. Bally XO Heritage Rhum,Martinique,Rhum Agricole,1,130.99,7.0
Kintra Diamond Distillery 2003 Cask No. 7 - Guyana ,Netherlands,Aged,2,None,7.0
The Whisky Agency Trinidad 24-Year ,Germany,Aged,2,None,7.0
Dictador Best of 1980 ,Colombia,Aged,2,None,8.0
Prichard's Spiced ,USA,Spiced,2,None,4.5
Calico Jack Cherry ,USA,Flavored,2,None,10.0
Kill Devil (Hunter Laing) Guyana 1997 18-Year ,Scotland,Aged,2,None,7.0
Pinnacle Drinks Buckeye ,Australia,Gold,2,None,2.5
Debonaire 21-Year ,Panama,Aged,2,None,6.5
Riviere du Mat Vieux Traditionnel Millesime 2004 ,Reunion,Aged,2,58.19,8.0
Bozkov Special Mandlovy ,Czech Republic,Gold,2,None,4.0
Cacique Guaro ,Venezuela,Light,2,None,5.0
Owney's Original ,USA,Light,2,67.52,7.0
Wicked Dolphin Brewer's Series Double Barrel ,USA,Aged,2,None,7.5
RomDeLuxe Batch 3 Rhum,Denmark,Rhum Agricole,2,None,9.0
D'aguiar's Xtra Mature Premium Rum ,Guyana,Aged,2,None,8.0
Cruzan Cruzan vanilla  ,US Virgin Islands,Flavored,2,None,6.0
Malibu Orange Float ,Canada,Flavored,2,None,2.5
Plantation Plantation Cuba Old Réserve 1998 Limited Edition ,Caribbean,Aged,2,None,8.5
Plantation Reunion PurJus Single Cask Madeira Finish 12-Year ,Caribbean,Aged,2,None,7.0
Bartida El Comandante Reserva Exclusiva ,Czech Republic,Aged,2,None,8.0
Ricardo Dark ,Bahamas,Dark,2,None,5.0
New Grove 2007 Single Cask ,Mauritius,Aged,2,None,7.5
Macorix Gold ,Dominican Republic,Gold,2,None,6.0
Emperor Rum Distribution Ltd Emperor Rum - Heritage ,Mauritius,n/a,2,None,6.0
Prichard's Spiced ,USA,Spiced,2,None,4.5
Delaware Distilling Company Spiced ,USA,Spiced,2,None,6.5
Ricardo Dark ,Bahamas,Dark,2,None,5.0
Bozkov Special Mandlovy ,Czech Republic,Gold,2,None,4.0
Malibu Tropical Banana ,Canada,Flavored,2,None,3.5
Dancing Pines Distillery Cask Barrel Aged Rum ,United States,Aged,2,None,7.0
Dictador Best of 1980 ,Colombia,Aged,2,None,8.0
Riviere du Mat Vieux Traditionnel Millesime 2004 ,Reunion,Aged,2,57.54,8.0
Kill Devil (Hunter Laing) Guyana 1997 18-Year ,Scotland,Aged,2,None,7.0
Owney's Original ,USA,Light,2,66.73,7.0
Capulet &amp; Montague Ltd.  Bondpland Rouge ,Germany,n/a,2,None,6.5
Kintra Diamond Distillery 2003 Cask No. 7 - Guyana ,Netherlands,Aged,2,None,7.0
RomDeLuxe Batch 3 Rhum,Denmark,Rhum Agricole,2,None,9.0
Skip Rock Belle Rose Light Rum ,USA,Aged,2,None,8.0
Ron Viejo de Caldas Carta de Oro ,Colombia,Aged,2,None,4.0
Bacardi Wolfberry ,Puerto Rico,Flavored,2,None,1.5
Chamarel Classic ,Mauritius,Light,2,None,3.5
Plantation Plantation Cuba Old Réserve 1998 Limited Edition ,Caribbean,Aged,2,None,8.5
Old Port Deluxe ,India,Light,2,None,6.5
Arundel Panty Remover ,British Virgin Isles,n/a,2,None,8.5
Fortin 3-Year ,Paraguay,Gold,2,None,5.5
Plantation Plantation Cuba Old Réserve 1998 Limited Edition ,Caribbean,Aged,2,None,8.5
Ole Nassau Gold ,Bahamas,Gold,2,None,8.0
Germana 2-Year Cachaca,Brazil,Cachaca,2,None,5.5
Dictador Best of 1980 ,Colombia,Aged,2,None,8.0
Malibu Orange Float ,Canada,Flavored,2,None,2.5
Margaritaville Silver ,Jamaica,Light,2,None,2.0
Bozkov Special Mandlovy ,Czech Republic,Gold,2,None,4.0
RomDeLuxe Batch 3 Rhum,Denmark,Rhum Agricole,2,None,9.0
Prichard's Spiced ,USA,Spiced,2,None,4.5
Ron Santafé Reserva Exclusiva 8-Year ,Colombia,Aged,2,None,7.5
Edwin Charley Black Label ,Jamaica,Gold,2,None,7.5
HSE La Confrerie du Rhum 2007 ,Martinique,Aged,2,None,6.5
Ricardo Dark ,Bahamas,Dark,2,None,5.0
Plantation Haiti Old Reserve XO  Tokaj I Cask ,Caribbean,Aged,2,None,5.0
Vizcaya Dark reserve ,Dominican Republic,Dark,2,None,8.5
Westerhall Superb Light ,Grenada,Gold,2,None,5.5
Kill Devil (Hunter Laing) Trinidad 1991 23-Year ,Scotland,Aged,2,None,7.5
Compagnie des Indes Trinidad 1993 Old Caroni 22-Year ,Caribbean,Aged,2,None,8.0
Cadenhead's Guyanan Green Label 11-Year ,UK,Aged,2,None,6.5
Hammock Bay Spiced  ,USA,Spiced,2,None,5.5
Ron Panama 8-Year ,Panama,Aged,2,None,6.0
Norseman Small Batch ,USA,Gold,2,None,7.0
Calico Jack Black ,USA,Spiced,2,None,5.0
George Ocean White ,USA,Light,2,None,7.0
RomDeLuxe Batch 3 Rhum,Denmark,Rhum Agricole,2,None,9.0
Reimonenq Cuvee Prestige 9-Year ,Guadeloupe,Aged,1,84.59,4.0
Malibu Orange Float ,Canada,Flavored,2,None,2.5
Kill Devil (Hunter Laing) Trinidad 1991 23-Year ,Scotland,Aged,2,None,7.5
Compagnie des Indes Trinidad 1993 Old Caroni 22-Year ,Caribbean,Aged,2,None,8.0
Ron Panama 8-Year ,Panama,Aged,2,None,6.0
Montebello Vieux 10 Years ,Guadeloupe,Aged,2,None,8.0
Plantation Plantation Cuba Old Réserve 1998 Limited Edition ,Caribbean,Aged,2,None,8.5
George Ocean White ,USA,Light,2,None,7.0
Prichard's Spiced ,USA,Spiced,2,None,4.5
Chamarel Classic ,Mauritius,Light,2,None,3.5
Fortin 3-Year ,Paraguay,Gold,2,None,5.5
Contrebande Vieux ,Guadeloupe,Gold,2,67.45,7.0
Topper's White Chocolate Raspberry ,St. Maartin,Flavored,2,None,7.5
Hammock Bay Spiced  ,USA,Spiced,2,None,5.5
Bristol Classic Caroni Trinity 1989-1992-1994 ,UK,Aged,2,None,9.0
Ron Marques del Valle 8-Year ,Colombia,Aged,2,None,8.5
Ricardo Dark ,Bahamas,Dark,2,None,5.0
Calico Jack Black ,USA,Spiced,2,None,5.0
Berry's Fijian 9-Year ,Caribbean,Aged,2,None,6.5
Caroni 1994 Trinidad ,Trinidad,Aged,2,None,10.0
Bozkov Special Mandlovy ,Czech Republic,Gold,2,None,4.0
Compagnie des Indes Jamaica 2000 Hampden 16-Years ,Caribbean,Aged,2,None,8.5
Bambarra Gold ,Turks and Caicos Islands,Gold,2,None,7.0
Prichard's Spiced ,USA,Spiced,2,None,4.5
The Secret Treasures Old Barbados 1995  ,Caribbean,Aged,2,48.42,5.5
Caribbean's Finest Ginger ,Dominican Republic,Flavored,2,None,10.0
Ron Montero Gran Reserva ,Spain,Gold,2,None,3.0
Angostura Old Oak Gold ,Trinidad,Gold,2,None,5.0
Hercules XXX ,India,Gold,2,None,5.5
Rumson's Grand Reserve ,USA,Aged,2,None,10.0
Pirate's Fire Rum Coconut ,Bahamas,Overproof,2,None,9.5
Mount Gay Tricentennial ,Barbados,Aged,2,None,10.0
La Mauny 1979 ,Martinique,Aged,2,None,9.5
La Mauny Wouj' Monovariétal ,Martinique,Light,2,None,7.5
Bologne Rhum Bologne VSOP Rhum,Guadeloupe,Rhum Agricole,2,None,8.0
Old Port Deluxe ,India,Light,2,None,6.5
Whaler's Great White ,USA,Light,2,None,6.0
Trader Joe's Rum of the Gods ,Barbados,Gold,2,None,5.0
Blackadder Finest Guyana Diamond 14-Year 63% ,Caribbean,Aged,2,None,7.0
Clarkes Court Superior Light ,Grenada,Light,2,None,4.0
XM 5-Year ,Guyana,Aged,2,28.43,8.0
Ironworks Amber ,Canada,Gold,2,None,6.0
Santos Dumont Santos dumont XO elixir ,Brazil,Flavored,2,None,7.0
Charbonnaud Cuvée Transat Millésime 2000 ,Martinique,Aged,2,None,8.0
Germana Heritage Cachaca,Brazil,Cachaca,2,None,8.0
Capulet &amp; Montague Ltd.  Bonpland Barbados 20 Years ,Germany,Aged,2,None,7.5
Copacabana Anejo ,Panama,Gold,2,None,6.0
Chamarel Double Distilled ,Mauritius,Light,2,None,8.0
Armazem Vieira Onix Cachaca,Brazil,Cachaca,2,None,7.5
Ron Espero Elixír ,Panama,Flavored,2,22.63,7.0
Bozkov Tradicní ,Czech Republic,Gold,2,None,2.5
Grand Latino 18 Grand Latino ,Dominican Republic,Aged,2,None,6.0
Malibu Melon ,Canada,Flavored,2,None,3.0
Number 0 Anejo ,Guatemala,Aged,2,22.23,6.5
Charley's J.B. Overproof ,Jamaica,Overproof,2,None,5.0
Bristol Classic 2002 Vale Royal ,UK,Gold,1,63.39,5.0
Fortin Black Label 8-Year ,Paraguay,Aged,2,None,6.5
Rum Cask Worthy Park 9-Year ,Germany,Aged,2,None,7.5
The Wild Geese Golden ,Caribbean,Gold,2,22.46,4.5
Antioqueno Aguardiente ,Colombia,Flavored,2,None,6.0
Captain Morgan Black Label - 1980s ,Puerto Rico,Aged,2,None,5.5
Damoiseau Vieux Millesime 1995 ,Guadeloupe,Aged,2,88.24,8.0
Key West First Legal ,USA,Light,2,None,6.5
Bacardi Major Lazer ,Puerto Rico,Dark,2,None,6.0
Reserve Rum of Peru 8 Years Old ,UK,Aged,2,None,3.5
Cuerpo Gold ,Guyana,Gold,2,None,4.0
Arundel Panty Remover ,British Virgin Isles,n/a,2,None,8.5
RedRum RedRum ,US Virgin Islands,Flavored,2,None,5.0
HSE Cuvee Titouan Lamazou ,Martinique,Aged,2,None,7.5
Compagnie des Indes Boulet de Canon 2 ,Caribbean,Aged,2,None,7.0
Banks Guyana Connoisseur's Cut 56.46% ,Multiple,Aged,2,None,8.0
Ron Centenario Real ,Costa Rica,Aged,2,None,9.5
Renegade Jamaica 2000 ,Caribbean,Aged,2,45.61,6.0
El Dorado 15-Year Special Reserve Madeira Dry Cask ,Guyana,Aged,2,None,9.5
1492  Cristobal Reserve ,USA,Aged,2,None,6.5
Royal Jamaican Blackstrap Dark ,Jamaica,Dark,2,None,8.0
Bacardi Major Lazer Limited Edition ,Puerto Rico,Dark,2,None,6.5
La Favorite Rivière Bel Air Rhum,Martinique,Rhum Agricole,2,None,8.0
Kill Devil (Hunter Laing) Jamaica 15-Year ,Scotland,Aged,2,None,4.5
The Secret Treasures Old Venezuelan 1992  ,Caribbean,Aged,2,None,8.0
Longueteau Grande Reserve 2004 ,Guadeloupe,Aged,2,None,8.5
The Little Distiller Ultimatum Rum Single Cask Selection Barbados Foursquare 13 year old ,The Netherlands,Aged,2,None,6.0
La Favorite Blanc bel air 2016 limited edition Rhum,Martinique,Rhum Agricole,2,None,7.5
Key West Devil's ,USA,Gold,2,None,10.0
CocoMania Coconut Splash ,Jamaica,Flavored,2,None,6.0
Skotlander Spirits III ,Denmark,Flavored,2,None,5.0
Bambarra Trouvadore 15-year ,Turks and Caicos Islands,Aged,2,None,9.0
Antigua Distillery Cavalier Light ,Antigua,Light,2,23.24,4.5
Dzama Vanilla 10-Year ,Madagascar,Flavored,2,None,9.5
Ron Cartavio Silver ,Peru,Light,2,None,5.5
Railean Texas White ,USA,Light,2,None,7.5
Bologne Black Cane ,Guadeloupe,Light,2,None,8.0
Deadhead Crystal ,Mexico,Aged,2,None,4.5
Spirit of Texas Pecan Street ,USA,Flavored,2,None,9.0
Bacardi Raspberry ,Puerto Rico,Flavored,2,None,2.0
Delhaize Indonesian ,Indonesia,Gold,2,None,6.0
Calico Jack Cherry ,USA,Flavored,2,None,10.0
Trader Vics Silver ,USA,Light,2,None,3.0
Dictador 9 -Year ,Colombia,Aged,2,None,6.0
