Name,Country,Type,Ratings,Price_USD,Rating 
El Dorado Special Reserve Madeira Sweet Cask 15-Year  ,Guyana,Aged,2,None,9.5
Pampero Ron Pampero Anjeo Especial ,Venezuela,n/a,2,None,3.0
Daufuskie Island Spiced ,USA,Gold,2,None,7.0
Neisson profil 105 ,Martinique,Aged,2,None,9.0
Rum Nation Jamaica 23-Year Supreme Lord VII ,Italy,Aged,2,None,10.0
Pinnacle Drinks Buckeye ,Australia,Gold,2,None,2.5
Barcelo Imperial Premium Blend 21 Aniversario ,Dominican Republic,Aged,2,None,10.0
D'aguiar's Xtra Mature Premium Rum ,Guyana,Aged,2,None,8.0
Mombacho 10-Year Sauternes Finished ,Nicaragua,Aged,2,65.43,5.5
Rougaroux 13 Pennies ,USA,Aged,2,None,7.0
Skotlander Spirits White ,Denmark,Light,2,None,4.5
Medford Gold ,USA,Gold,2,None,7.0
Plantation Reunion PurJus Single Cask Madeira Finish 12-Year ,Caribbean,Aged,2,None,7.0
Cadenhead's Guyanan Green Label 16-Year ,UK,Aged,2,None,5.5
1423 Magec Oloroso Anejo XO  ,Panama,Aged,2,None,7.5
Rum Paradise 12-Year ,Guyana,Aged,2,None,7.0
Duncan Taylor Trinidad 1997 16-Year ,Caribbean,Aged,2,None,9.0
Malibu Tropical Banana ,Canada,Flavored,2,None,3.5
Bielle 2001 cask 4 ,Guadeloupe,Aged,1,None,10.0
Skip Rock Belle Rose Double Barrel Rum ,USA,Aged,1,None,3.0
Private Selection Blend Number 17 ,Jamaica,Aged,1,None,9.0
Papagayo Anejo ,USA,Aged,1,None,6.0
Santero Añejo Reserva ,Cuba,Aged,1,None,5.0
Key West Raw &amp; Unfiltered ,USA,Gold,1,None,8.0
Plantation Plantation Jamaica 2001 ,Caribbean,Aged,1,None,6.0
Caroni Vintage 1996 Heavy ,Trinidad,Aged,1,None,8.0
Casa Caibari  Izapa Conmemorativo 2012 ,Mexico,Aged,1,None,4.0
Tres Hombres Captains Choice La Palma 2015 ,Caribbean,Aged,1,None,9.0
Plantation Belize XO Single Cask Porto Finish 2004 ,Caribbean,Aged,1,None,8.0
Capulet &amp; Montague Ltd.  Bonpland Dominican Republic 16-Year ,Germany,Aged,1,None,6.0
Tippy Cow Rum Cream  Rum cream ,United States Minor Outlying Islands,Flavored,1,None,6.0
Renegade Panama ,Caribbean,Aged,1,60.87,8.0
Old Pascas Spiced ,Barbados,Spiced,1,None,7.0
Ferroni Cuba Millésime 2011 Straight From The Cask ,Cuba,Aged,1,None,7.0
HSE Saint Etienne Blanc ,Martinique,Light,1,31.81,5.0
Bundaberg Spiced ,Australia,Spiced,1,34.34,7.0
Porfidio Single Barrel Anejo ,Mexico,Light,1,None,6.0
Private Selection Blend Number 18 ,Jamaica,Aged,1,None,9.0
Bluebird Distilling  Sugarcane Rum ,USA,Light,1,None,8.0
J. Wray Rumona ,Jamaica,n/a,1,None,8.0
Isautier 5-Year Rhum,Reunion,Rhum Agricole,1,37.72,7.0
Rhum JM Single cask ,Martinique,n/a,1,None,8.0
Hammock Bay Coconut ,USA,Flavored,1,None,4.0
Plantation St. Lucia 2004 ,Caribbean,Aged,1,None,9.0
Cadenhead's Classic Rum ,UK,Aged,1,None,6.0
Compagnie des Indes Boulet de Canon ,Caribbean,Aged,1,None,7.0
La Maison du Whisky Transcontinental  Jamaica Worthy Park - Millésime 2012  ,France,Aged,1,None,8.0
Ron Santo Domingo Colonial Selecto ,Dominican Republic,Aged,1,None,10.0
Cooymans Dreadlock Bay ,Netherlands,Dark,1,None,7.0
Plantation Venezuela 1992 ,Caribbean,Aged,1,None,8.0
Ron Panama 12-Year ,Panama,Aged,1,None,9.0
Whaler's Spiced ,USA,Spiced,1,None,6.0
SIS Industries OOD Savoy Dark ,Bulgaria ,Dark,1,None,3.0
Rum company of Fiji Bounty Dark Rum ,Fiji,Aged,1,None,1.0
Silver Seal Barbancourt 10-Year 2004 - 2014 Haiti ,Italy,Aged,1,None,8.0
Linzgieserder Linzgieserder rum ,Austria,Dark,1,None,6.0
Kalembú Mamajuana ,Dominican Republic,Flavored,1,None,8.0
Ron Vigia Anejo 7 year ,Colombia,Aged,1,None,2.0
Black Gold Single Harvest Blend ,USA,Gold,1,None,7.0
Riviere du Mat Vieux Traditionnel Coffret Grande Reserve ,Reunion,Aged,1,None,8.0
Compagnie des Indes Fiji 10-Year ,Caribbean,Aged,1,None,10.0
Moose wood Kieron wood  ,Uk,Aged,1,None,5.0
Bristol Classic Caroni 10-year 46° ,UK,Aged,1,None,8.0
Yolo Gold ,Panama,Gold,1,None,9.0
St. Nicholas Abbey 8-Year ,Barbados,Aged,1,None,9.0
A. H. Riise Caramel Cream Liqueur with a Hint of Sea Salt &amp; X.O. Rum ,Denmark,Aged,1,None,8.0
Sancti Spiritus Rum &amp; Cane Merchants Cuba XO ,Cuba,Aged,1,None,5.0
Rum Club Spiced &amp; Young ,Denmark,Spiced,1,None,6.0
1931 83rd Anniversary ,St. Lucia,Aged,1,76.63,8.0
Edwin Charley Transformation ,Jamaica,Light,1,None,6.0
Monymusk Special Gold ,Jamaica,Gold,1,None,5.0
Do Good Distillary 3 Mile Rum ,USA,Aged,1,None,4.0
Compagnie des Indes Trinidad 1994 Caroni 21-Year ,Caribbean,Aged,1,None,9.0
New Grove Cafe ,Mauritius,Flavored,1,None,10.0
Old Monk White ,India,Light,1,None,10.0
Bozkov Special ,Czech Republic,Aged,1,None,5.0
Clement Punch Coco ,Martinique,Flavored,1,None,8.0
Novo Fogo Tanger ,Brazil,Gold,1,None,4.0
Rumbullion Caraibes ,Caribbean,Aged,1,None,7.0
3 Howls White Label ,USA,Light,1,None,8.0
La Maison du Whisky TCRL Guadeloupe 2013 Batch #2 43% ,France,Aged,1,None,8.0
Copacaiba Light Cachaca,Brazil,Cachaca,1,None,7.0
9 Casks 8-Year ,US Virgin Islands,Aged,1,None,8.0
Ron Baluarte Extra Dry ,Colombia,Light,1,None,10.0
Ron Viejo de Caldas Gran Reserve ,Colombia,Aged,1,None,7.0
Plantation Barbados 2002 ,Caribbean,Aged,1,None,6.0
Karukera Full Proof 2008 - L'expression 60Year LMDW ,Guadeloupe,Aged,1,None,9.0
Distillerie Saint Maurice Or blanc de Guyane Rhum,Guyane,Rhum Agricole,1,None,6.0
Ron Caribe Silver ,Mexico,Light,1,None,5.0
Victory Myanmar Group Co - Mandalay Distillery Governor’s Choice ,Myanmar,Aged,1,None,3.0
Arehucas Arehucas Añejo Reserva Especial 18 anos ,Spain,Aged,1,None,7.0
New Grove Orange Bliss ,Mauritius,Flavored,1,None,1.0
Samaroli Panama 2004 ,Scotland,Aged,1,None,8.0
Novo Fogo Graciosa Cachaca,Brazil,Cachaca,1,None,7.0
"Liquid Treasure Nicaragua 16-Year 200-2016 53,9% Sessions n°2 ",Germany,Aged,1,None,8.0
Debonaire 8-Year ,Panama,Gold,1,None,5.0
Savanna 8-Year ,Reunion,Gold,1,54.31,7.0
Lyon Light ,USA,Light,1,None,8.0
Hana Bay Premium Light ,USA,Light,1,None,5.0
Cadenhead's Guyanan Green Label 15-Year ,UK,Aged,1,None,2.0
Barbancourt Cuvee 150 Ans ,Haiti,Aged,1,None,10.0
Belfast Red Cap ,Dominica,Aged,1,None,9.0
Okinawan Cor Cor Green ,Japan,Gold,1,None,7.0
Berry Bros. &amp; Rudd Barbados 13 year old 1998 vintage ,Jamaica,Aged,1,None,3.0
Bielle Marie Galante  Rhum,Guadeloupe,Rhum Agricole,1,38.29,6.0
Moon Import Rum Grenada ,Italy,Aged,1,None,8.0
Plantation Jamaica 1998 Single Barrel Tokaji Cask Finish ,Caribbean,Aged,1,None,2.0
Gall en gall Superior White ,Netherlands,n/a,1,None,3.0
Duncan Taylor Hampden 1990 22-Year ,Caribbean,Aged,1,None,7.0
Marienburg  90% ,Suriname,Overproof,1,None,6.0
Ron Bermudez Blanco ,Dominican Republic,Gold,1,None,8.0
Savanna Métis ,Reunion,Gold,1,None,6.0
Bristol Classic Diamond Distillery 12-Year 2003-2015 43° ,UK,Aged,1,None,7.0
Kill Devil Pecan &amp; Honey ,USA,Flavored,1,None,7.0
"Blackadder Finest Jamaica Hampden 16-Year 56,1% ",Caribbean,Aged,1,None,7.0
Clement Punch Pina Colada ,Martinique,Flavored,1,None,4.0
Eastside Distilling Below Deck ,United States,Spiced,1,None,6.0
"The Nectar Of The Daily Drams Guyanan Rum 2003 Diamond 46,8° ",Belgium,Aged,1,None,8.0
Dillon 1998 ,Martinique,Aged,1,None,8.0
Timber Creek Coffee ,USA,Flavored,1,None,6.0
Yahara Bay Mad Bird ,USA,Gold,1,None,4.0
Bristol Classic Jamaica 8-Year 2007-2015 Worhty Park 43° ,UK,Aged,1,None,7.0
Carta Vieja Claro ,Panama,Light,1,None,4.0
Ron Bermudez Limon ,Dominican Republic,Flavored,1,None,6.0
Olo Spiced ,Brazil,Spiced,1,None,3.0
Porfidio Triple Distilled Plata Rum ,Mexico,Aged,1,None,8.0
Beija-Flor Velha Cachaca,Brazil,Cachaca,1,None,9.0
Manitou Passage Light ,USA,Light,1,None,7.0
Cockspur Pineapple Coconut Splash ,Barbados,Flavored,1,None,10.0
Samaroli 1998 Barbados ,Scotland,Aged,1,None,4.0
Juan Santos 7-Year ,Colombia,Gold,1,None,5.0
Mahiki White ,Barbados,Light,1,None,7.0
Duncan Taylor Guyana 1997 18-Year ,Caribbean,Aged,1,None,8.0
Calwise Spirits Calivore Blonde ,United States,Light,1,None,4.0
Hardy Blanc ,Martinique,Light,1,None,7.0
Blackadder Jamaica Hamden 15-Year ,Caribbean,Aged,1,None,8.0
St Abbs St Abbs Captain's Table XO ,UK,Aged,1,None,8.0
Eleven Wells Boiler Room ,USA,Light,1,None,8.0
The Whisky Warehouse No. 8 Panama-Destileria Don José 1995 The Warehouse Rum Cask 610/07 ,Germany,Aged,1,None,6.0
Sangster's  Sangster's  ,Jamaica,n/a,1,None,8.0
Bristol Classic Belize 10-Year 2005-2016 46° ,UK,Aged,1,None,8.0
Bristol Classic Haiti 11-year 2004-2014 Barbancourt 43° ,UK,Aged,1,76.91,7.0
Saint James 1998 Single Cask ,Martinique,Aged,1,None,9.0
La Mauny Vieux VSOP Rhum,Martinique,Rhum Agricole,1,None,6.0
"St. Aubin History Collection 7 Years, Cuvee Grande Reserva Rhum",Mauritius,Rhum Agricole,1,None,4.0
Trois Rivieres Rhum Blanc Agricole 55% Rhum,Martinique,Rhum Agricole,1,None,6.0
La Favorite 1995 - Cuvée La Confrérie du Rhum Cask 42 ,Martinique,Aged,1,None,8.0
Cold Break Spirits  Aluna  ,Guatemala,Light,1,None,9.0
Johannsen 1978 ,Germany,Aged,1,None,5.0
Tondena Dark ,Philippines,Dark,1,None,7.0
British Royal Navy Imperial ,Caribbean,Aged,1,None,10.0
Sugar Island Sugar island banana ,USA,Flavored,1,None,4.0
Rum Society 40 ,Caribbean,Light,1,None,8.0
Seacrets Distilling Company Spiced ,USA,Spiced,1,None,6.0
Angostura Legacy ,Trinidad,Aged,1,None,10.0
Isla Ñ Coconut ,Argentina,Flavored,1,None,8.0
Takamaka Bay White ,Seychelles,Light,1,18.84,6.0
Renegade Guyana ,Caribbean,Aged,1,63.14,8.0
Malecon Seleccion Esplendida 1987 ,Panama,Aged,1,None,8.0
Hercules Superior XXX White ,India,Light,1,None,10.0
Dancing Cows Hopkins Rum ,United Kingdom,Aged,1,None,5.0
Karukera Single Cask Sauternes ,Guadeloupe,Aged,1,None,10.0
Cardenas Perla del Norte Carta Blanca ,Cuba,n/a,1,None,4.0
Longueteau 6-Year ,Guadeloupe,Aged,1,75.3,4.0
Compagnie des Indes Cuba 16-Year ,Caribbean,Aged,1,None,8.0
Fortuna Ron reserva  ,Nicaragua,Aged,1,None,8.0
El Ron Prohibido Ameca ,Mexico,Aged,1,None,5.0
Foursquare Port Cask Finish ,Barbados,Aged,1,None,8.0
Pellegrini Spa Mabaruma Hampden 2000 13-Year ,Italy,Aged,1,None,8.0
Timber Creek Dark ,USA,Dark,1,None,6.0
La Mauny 2005 cuvée la confrerie du rhum ,Martinique,Aged,1,None,9.0
The Secret Treasures St. Lucia Selection Privée 6 Y.O. Cask 850 Rhum,Caribbean,Rhum Agricole,1,None,9.0
Kintra Barbados 2002 14-Year ,Netherlands,Aged,1,None,8.0
Port Morant 1980 Demerara ,UK,Gold,1,None,7.0
Cadenhead's Sancti Spiritus 17 year old cask strength ,UK,Aged,1,None,7.0
Foursquare Hunte's 10 year old reserve ,Barbados,Aged,1,None,7.0
Rum company of Fiji Ratu 5yr old ,Fiji,Aged,1,None,5.0
Neisson Eleve Sous Bois Rum 50 ,Martinique,Gold,1,None,8.0
Takamaka Bay Coco ,Seychelles,Flavored,1,15.77,7.0
Castaway Cove Silver ,USA,Light,1,None,6.0
Calico Jack Mango ,USA,Flavored,1,None,2.0
La Favorite 1995 - Cuvée La Confrérie du Rhum Cask 25 ,Martinique,Aged,1,None,10.0
Caribbean's Finest Orange ,Dominican Republic,Flavored,1,None,10.0
Alambic Classique Collection Galion 2002 8-Year ,Caribbean,Aged,1,None,9.0
1423 S.B.S. ,Panama,n/a,1,None,6.0
Dry County Distillery Hot Spiced ,United States,Spiced,1,None,7.0
Rhum JM Crassous de Medeuil 1992 ,Martinique,Aged,1,None,9.0
Daufuskie Island Gold  ,USA,Gold,1,None,3.0
Chrystal White ,St. Lucia,Light,1,None,6.0
Plantation Single Cask Trinidad 1997/2001/2010 Muscat Finish ,Caribbean,Aged,1,None,8.0
Boquerón Spiced ,Caribbean,Spiced,1,None,8.0
West Indies Rum and Cane Asia Pacific XO ,Caribbean,Aged,1,None,6.0
R. St Barth Cool ,St Barth,Light,1,None,7.0
Rhum JM Vintage 2000 ,Martinique,Aged,1,None,4.0
Gustoso Aguardiente Rhum,Mexico,Rhum Agricole,1,None,7.0
Cadenhead's Epris 15 year old ,UK,Aged,1,None,2.0
Tres Esquinas Especial ,Colombia,Light,1,None,6.0
1767 Vanilla Cane Rum Liqueur ,Germany,Flavored,1,None,5.0
Bohemio Honey ,Panama,Flavored,1,None,10.0
Reserve Rum of Nicaragua 1998 ,UK,Aged,1,None,9.0
Clarkes Court # 37 ,Grenada,Aged,1,None,8.0
Oliver &amp; Oliver New Dawn 18 Rum ,Dominican Republic,Aged,1,None,7.0
Blackadder Jamaica Monymusk 12 years ,Caribbean,Aged,1,None,5.0
RedRum Voodoo Spiced ,US Virgin Islands,Spiced,1,None,5.0
Chantal Comte La Tour De l’Or 2002 Rhum,France,Rhum Agricole,1,None,8.0
Compagnie des Indes Barbados 1996 Multi Distilleries 20-Year ,Caribbean,Aged,1,None,8.0
Bacardi 1873 - Extra Dry ,Puerto Rico,n/a,1,None,5.0
Asmussen 40 Jamica Rum-Verschnitt ,Germany,Flavored,1,None,5.0
Bellevue White 50 ,Guadeloupe,Light,1,None,7.0
HSE Cuvée 2012 Premium Rhum,Martinique,Rhum Agricole,1,None,8.0
Lyon Barrel Aged ,USA,Aged,1,None,8.0
Calico Jack Cherry Spiced ,USA,Spiced,1,None,2.0
Aconte 15-Year ,Mexico,Aged,1,None,2.0
Johannsen Wind Force 13 ,Germany,Aged,1,None,5.0
Labourdonnais Vanilla Fusion ,Mauritius,Aged,1,None,4.0
J. Bally Blanc Rhum,Martinique,Rhum Agricole,1,None,5.0
Bielle 2001 cask 2  ,Guadeloupe,Aged,1,None,9.0
Mezan Guyana 2002 ,Caribbean,Aged,1,66.9,8.0
Rogue White ,USA,Light,1,None,5.0
Papagayo Golden ,USA,Gold,1,None,9.0
Banks Golden Jubilee ,Multiple,Aged,1,None,9.0
Plantation Fidji 2001 Single Cask Calvados Finish ,Caribbean,Aged,1,None,8.0
Duquesne Blanc Rhum,Martinique,Rhum Agricole,1,None,7.0
Beenleigh Traditional rum liqueur  ,Australia,Dark,1,None,7.0
Don Lorenzo Coconut ,Bahamas,Flavored,1,None,10.0
Corralejo Reserva 22-Year ,Mexico,Aged,1,None,4.0
Kahakai Tiki Spiced Original ,unknown,Spiced,1,None,1.0
Cedar Ridge Clearheart ,USA,Light,1,None,6.0
Tanduay White ,Philippines,Light,1,None,1.0
Chairman's Reserve Silver ,St. Lucia,Light,1,None,6.0
Arecha Carta Oro ,Cuba,Gold,1,None,6.0
Reimonenq Ambre ,Guadeloupe,Gold,1,23.8,8.0
"Sansibar Jamaican Hampden 17-Year - 2000 - 47,4% ",Germany,Aged,1,None,9.0
Amrut XXX ,India,Gold,1,None,7.0
Captain Morgan Bold Spiced Rum ,Puerto Rico,Spiced,1,None,4.0
Riviere du Mat Vieux Traditionnel 12-Year ,Reunion,Aged,1,None,8.0
CapuCana CapuCana Cachaca,Brazil,Cachaca,1,None,6.0
Rhum JM White Rum (80 proof) Rhum,Martinique,Rhum Agricole,1,None,6.0
1423 Indian Rum  ,Panama,Flavored,1,None,5.0
Charrette Vieux 7-Year ,Reunion,Aged,1,None,6.0
McMenamins Cornelius Pass Roadhouse Distillery Frank High Proof ,USA,Overproof,1,None,8.0
Bohio Bohío Premium ,Dominican Republic,Aged,1,None,7.0
Rebellion White ,Caribbean,Light,1,None,2.0
Malecon Selecion Esplendida 1987 ,Panama,Aged,1,None,9.0
Berry's Barbados 10-Year ,Caribbean,Aged,1,77.95,8.0
Rum Club Pungent &amp; Geeky ,Denmark,Gold,1,None,7.0
Nine Leaves Clear ,Japan,Light,1,None,4.0
A. D. Rattray 9-Year ,Trinidad,Aged,1,None,8.0
Kill Devil (Hunter Laing) Nicaragua 17-Year ,Scotland,Aged,1,None,6.0
Montebello Single Cask ,Guadeloupe,Aged,1,None,8.0
Sorgrhum Dark ,USA,Dark,1,None,4.0
Duncan Taylor Guatemala single cask 8 year old 2007 cask#6 ,Caribbean,Aged,1,None,4.0
Savanna Savanna 1996-2006 HERR - Cask No. 502 ,Reunion,Aged,1,None,10.0
Yolo Silver ,Panama,Light,1,None,7.0
Cadenhead's Demerara Green Label ,UK,Gold,1,None,2.0
West Indies Rum and Cane Venzuela XO Single Cask ,Caribbean,Aged,1,None,8.0
Rhum JM 15 year Vintage 1995 ,Martinique,Aged,1,None,9.0
"UF30E Diamond 1999 64,7% ",Guyana,Aged,1,None,10.0
Arnisser No. 3 ,Germany,Gold,1,None,7.0
Labourdonnais Orange Fusion ,Mauritius,Aged,1,None,5.0
Roatan Rum Company Tropical Mango ,Honduras,Flavored,1,None,7.0
Cadenhead's Guyanan Green Label 12-Year ,UK,Aged,1,None,10.0
Acre Distilling Hell's Half Acre ,USA,Gold,1,None,8.0
Sweet Crude White ,USA,Light,1,None,6.0
Berry's Panama 10-Year ,Caribbean,Aged,1,72.42,7.0
Ron Cabo Blanco Limon ,Peru,Flavored,1,None,1.0
St. Augustine 4 ,USA,Gold,1,None,7.0
Blue Chair Bay Blue Chair Bay Banana Rum Cream ,Barbados,Flavored,1,None,6.0
Witherspoon's River ,USA,Light,1,None,6.0
Bristol Classic Demerara Rum Ennmore Still 1988 ,UK,Aged,1,214.78,10.0
Wright &amp; Brown Distilling Barrel-aged rum ,United States,Aged,1,None,9.0
Plantation Trinidad Old Reserve 2000 ,Caribbean,Aged,1,None,7.0
Holey Dollar Overproof ,Australia,Overproof,1,None,7.0
Silver Seal Trinidad Single Cask 1991 24-Year ,Italy,Aged,1,None,8.0
Distillers Sales Company La Cana Grande ,USA,Gold,1,None,3.0
Velier Royal Navy Very Old Rum ,Italy,Aged,1,None,9.0
Ron Caney Gran Reserva 10-Year ,Cuba,Aged,1,None,6.0
"Ron Navazos Palazzi Cask Strength Rum, Olorosso Casks, 2014 ",Spain,Aged,1,None,8.0
Old Ipswich White Cap ,USA,Light,1,None,6.0
Siesta Key White ,USA,Light,1,None,7.0
Kill Devil (Hunter Laing) Belize 2005 10-Year ,Scotland,Aged,1,None,7.0
Kings Bay Gold ,USA,Gold,1,None,9.0
Toucan Vaniliane ,Guyana,Flavored,1,None,6.0
Abanescu S. L Comandante Fidel ,Spain / Kuba,Aged,1,None,4.0
Cuerpo White ,Guyana,Light,1,None,2.0
Bundaberg Watermark ,Australia,Aged,1,None,10.0
Santiago de Cuba 500 ,Cuba,Aged,1,4771.33,10.0
Rhum JM Réserve spéciale  ,Martinique,Aged,1,None,7.0
Savanna Vieux De La Reunion 15-Year ,Reunion,Aged,1,None,9.0
Berry's Fijian 10-Year ,Caribbean,Aged,1,67.92,5.0
Old Man Guavaberry Mango ,Saint Martin,Flavored,1,None,2.0
Private Selection Straight from the Cask ,Jamaica,Aged,1,None,10.0
Ron Santa Cruz Ronmiel ,Canary Islands,Gold,1,None,5.0
Very Old Demerara 1975 ,UK,Aged,1,None,9.0
Dry Dock Sorghrum ,USA,Light,1,None,8.0
Johannsen Royal 14-Year ,Germany,Aged,1,None,5.0
Hamilton New York Blend ,Caribbean,Gold,1,None,7.0
Duquesne &quot;VAL D'OR&quot; Vieux Rhum 10-Year ,Martinique,Aged,1,None,9.0
Rhum Caraibes Caraibes Hors d´Age Rhum,Guadeloupe,Rhum Agricole,1,None,9.0
Neptunes 42 ,Germany,Aged,1,None,7.0
Destilería Heriberto Duquesne Vacilón Añejo 3 Años ,Cuba,Aged,1,None,5.0
Barrel Craft Spirits Barrel Rum ,United States,Aged,1,None,7.0
Sisi Dark ,Mexico,Dark,1,None,9.0
Carta Blanca ,Mexico,Light,1,None,6.0
Royal Standard Dry Rum ,UK,Light,1,None,7.0
Plantation Plantation Nicaragua 2003 ,Caribbean,Aged,1,None,7.0
Domaine de Severin Rhum Blanc ,Guadeloupe,Light,1,None,6.0
El Chorrito Anejo Aguardiente ,Mexico,Aged,1,None,4.0
Harvest Gold ,USA,Gold,1,None,7.0
Espinillar Gran Reserva 20-Year ,Uruguay,Aged,1,None,8.0
Westerhall Jack Iron Overproof ,Grenada,Overproof,1,None,7.0
Conviviality Rolling Calf ,UK,Spiced,1,None,7.0
Ron Botran Extra Light ,Guatemala,Light,1,None,7.0
"1423 SBS Rum Guyana Enmore 1988 51,8% ",Panama,Aged,1,None,9.0
Braunstein Distillery Danica Rum ,Denmark,Spiced,1,None,5.0
Distillerie Wolfelsberger Sainte-Marie ,Canada,Spiced,1,None,6.0
Code Spiced ,USA,Spiced,1,None,5.0
Fair 9-Year ,Belize,Aged,1,None,9.0
Captain Morgan Fire Ship ,Puerto Rico,Spiced,1,None,5.0
Old Man Guavaberry Vaanilla ,Saint Martin,Flavored,1,None,3.0
Clement American cask ,Martinique,Aged,1,None,7.0
Distillerie Fils du Roy Fort La Tour ,Canada,Light,1,None,6.0
Timber Creek Apple Pie ,USA,Flavored,1,None,8.0
"The Nectar Of The Daily Drams Guyanan Rum 18-Year 1998 Uitvlugt 52,1° ",Belgium,Aged,1,None,8.0
Pellegrini Spa Mabaruma Hampden Rum 2000 12-Year ,Italy,Aged,1,None,9.0
"Liquid Treasure Jamaican Worhty Park 12-Year 2005-2017 54,3° ",Germany,Aged,1,None,8.0
Velier Caroni 2000 Millennium ,Italy,Aged,1,None,8.0
Stingray Spiced ,USA,Spiced,1,None,6.0
Charles Hosie Valedor (The Tobacco Companion) Cask Aged Rum ,Germany,Aged,1,None,7.0
Isla de Canas isla de canas  ,Argentina,Flavored,1,None,4.0
Calico Jack Pineapple Coconut ,USA,Flavored,1,None,10.0
Berling S.A. Rhum Vieux Labbe 3 stars Premium Rum ,Haiti,Gold,1,None,5.0
Novo Fogo Barrel 89 ,Brazil,Aged,1,None,5.0
Bristol Classic Guadeloupe &amp; Guyana Overproof ,UK,Overproof,1,None,8.0
Ron Varadero Supremo ,Cuba,Aged,1,None,7.0
New Grove Dark ,Mauritius,Dark,1,None,5.0
Ron Carupano Anejo 6-Year ,Venezuela,Gold,1,None,4.0
Margaritaville Coconut ,Jamaica,Flavored,1,None,7.0
Compagnie des Indes Dillon 13 year Martinique Rhum Rhum,Caribbean,Rhum Agricole,1,None,2.0
Puerto Angel Blanco ,Mexico,Light,1,None,7.0
Code Commodores Cut ,USA,Dark,1,None,10.0
Michler's Artisanal Dark Jamaican ,UK,Dark,1,None,4.0
Marie-Galante MG 2003 9-Year ,Guadeloupe,Aged,1,None,9.0
Berry's Nicaraguan 11-Year ,Caribbean,Aged,1,90.87,8.0
Duncan Taylor Guyana 1989 23-Year ,Caribbean,Aged,1,None,9.0
Tremols Dorado ,Dominican Republic,Dark,1,None,10.0
Sailor Jerry 100 ,US Virgin Islands,Dark,1,None,6.0
Key West Key West Rumbunctios ,USA,Spiced,1,None,8.0
Due North Gold ,USA,Gold,1,None,7.0
Cannon Beach Distillery Dorymen’s ,United States,Light,1,None,5.0
Lemon Hart Premium Demerara Rum ,Guyana,Gold,1,None,7.0
Kill Devil (Hunter Laing) Guyana 1999 16-Year ,Scotland,Aged,1,None,8.0
La Mauny Extra Saphir ,Martinique,Aged,1,168.64,9.0
Savanna Savana 2003-2011 - Lontan Rhum Grand Arôme Vieux - Cask 167 ,Reunion,Aged,1,None,8.0
Bear Hug Mango ,USA,Flavored,1,33.1,6.0
Flor de Cana Blanco Reserva 7 ,Nicaragua,Light,1,None,6.0
Bandarra Cachaca Cachaca,Brazil,Cachaca,1,None,8.0
Rumskey White ,USA,Light,1,None,7.0
Malecon Seleccion Esplendida 1982 ,Panama,Aged,1,170.26,9.0
Okinawan Cor Cor Red ,Japan,Gold,1,None,5.0
Trois Rivieres Triple Vintage Rhum,Martinique,Rhum Agricole,1,None,9.0
Berry's Guyanan 14-Year ,Caribbean,Aged,1,None,9.0
"Banks Guyana, Jamaica &amp; Nicaragua Connoisseurs Cut ",Multiple,Aged,1,None,8.0
Neisson le rhum xo par neisson ,Martinique,Aged,1,None,9.0
Rum company of Fiji Bati Dark Rum ,Fiji,Aged,1,None,5.0
Bellevue Compagnie des Indes Guadeloupe 18 years ,Guadeloupe,Aged,1,None,5.0
Espinillar Anejo ,Uruguay,Gold,1,None,8.0
Xtabentun XTA ,Mexico,Flavored,1,None,8.0
Barton Burnett's ,USA,Spiced,1,None,3.0
Barrows 12-Year ,Trinidad,Aged,1,None,8.0
Blue Bay B. Superior White ,Mauritius,Light,1,18.49,3.0
Mangoustan's Cafe ,Martinique,Flavored,1,None,4.0
Ron Medellin 30 años ,Colombia,Aged,1,None,8.0
Heejoy Origins ,France,Aged,1,None,5.0
Sam Smith's Boatyard ,Dominican Republic,Gold,1,None,6.0
Malahat Light ,USA,Light,1,None,4.0
Berry Bros. &amp; Rudd Trinidad Caroni 19-Year 1997 55% ,Jamaica,Aged,1,None,9.0
